SUBJECT	SESSION	RUN	TRIAL	73KID	10KID	TIME	ISOLD	ISCORRECT	RT	CHANGEMIND	MEMORYRECENT	MEMORYFIRST	ISOLDCURRENT	ISCORRECTCURRENT	TOTAL1	TOTAL2	BUTTON	MISSINGDATA	people_count	animal_count	shared1000	interaction_type
1	26	5	42	18040	4523	189.7443759321468	1	1.0	1024.5004850003168	0.0	18506.0	19029.0	0	0.0	0	1	2.0	0	0	1	False	
1	1	1	13	67534	1070	0.505683882976882	0	1.0	543.3914800014463	0.0			0	1.0	1	0	1.0	0	14	0	False	
1	15	6	59	67534	1070	105.71335145249031	1	1.0	1104.5790200005283	0.0	10858.0		0	0.0	0	1	2.0	0	14	0	False	
1	15	10	7	67534	1070	105.72969601827208	1	1.0	758.9779629925033	0.0	197.0	11056.0	1	1.0	0	1	2.0	0	14	0	False	
1	1	1	14	21823	9588	0.5057301803026348	0	1.0	650.5606600039754	0.0			0	1.0	1	0	1.0	0	0	1	False	
1	2	11	53	21823	9588	14.722279067034831	1	0.0	1836.879886999668	0.0	1413.0		0	1.0	1	0	1.0	0	0	1	False	
1	31	4	57	21823	9588	217.73897794098596	1	1.0	1467.9248519987596	0.0	21316.0	22730.0	0	0.0	0	1	2.0	0	0	1	False	
1	1	1	15	35406	4623	0.505776461563073	0	1.0	564.742706999823	0.0			0	1.0	1	0	1.0	0	8	2	False	
1	38	10	59	35406	4623	252.81140447082	1	1.0	1254.4577230000868	0.0	28356.0		0	0.0	0	1	2.0	0	8	2	False	
1	40	9	2	35406	4623	262.6129722989863	1	1.0	1757.5311489999876	0.0	1379.0	29736.0	0	0.0	0	1	2.0	0	8	2	False	
1	1	1	16	21691	3185	0.5058227592380717	0	1.0	607.0871099946089	0.0			0	1.0	1	0	1.0	0	0	0	False	
1	18	8	31	21691	3185	133.69981880381235	1	1.0	980.2048460114748	0.0	13202.0		0	0.0	0	2	2.0	0	0	0	False	
1	24	6	48	21691	3185	161.72184638527688	1	1.0	1037.3230609984603	0.0	4391.0	17594.0	0	0.0	0	1	2.0	0	0	0	False	
1	1	1	17	28279	4586	0.5058690621517598	0	1.0	602.9935089973151	0.0			0	1.0	1	0	1.0	0	2	0	False	
1	1	1	46	28279	4586	0.5073503652820363	1	1.0	1104.6992819974548	0.0	28.0		1	1.0	0	1	2.0	0	2	0	False	
1	20	6	38	28279	4586	147.70002434845082	1	0.0	1024.2232630262151	0.0	14554.0	14583.0	0	1.0	1	0	1.0	0	2	0	False	
